LandisData "Dynamic Input Data"

>>	year	landtype	species	probEst	maxANPP	maxB
0	75	ABIE.BAL	0.692	402	3144
0	75	ACER.RUB	0	0	0
0	75	ACER.SAH	0.148	628	5415
0	75	BETU.ALL	0.581	790	7648
0	75	BETU.PAP	0.786	736	5042
0	75	FAGU.GRA	0	0	0
0	75	LARI.LAR	0.786	460	3312
0	75	PICE.GLA	0.651	1170	14804
0	75	PICE.MAR	0.581	1209	13476
0	75	PICE.RUB	0.148	1281	13979
0	75	PINU.BAN	0.786	1144	12223
0	75	PINU.RES	0	0	0
0	75	PINU.STR	0	0	0
0	75	POPU.TRE	0.786	1430	10266
0	75	QUER.RUB	0	0	0
0	75	THUJ.SPP.ALL	0.455	799	7407
0	75	TSUG.CAN	0	0	0
0	76	ABIE.BAL	0.692	471	3148
0	76	ACER.RUB	0.042	20	9
0	76	ACER.SAH	0.144	589	5245
0	76	BETU.ALL	0.581	866	7537
0	76	BETU.PAP	0.786	751	5033
0	76	FAGU.GRA	0	0	0
0	76	LARI.LAR	0.786	413	3198
0	76	PICE.GLA	0.651	1140	14600
0	76	PICE.MAR	0.581	1086	13740
0	76	PICE.RUB	0.148	1320	14344
0	76	PINU.BAN	0.786	1111	12200
0	76	PINU.RES	0	0	0
0	76	PINU.STR	0	0	0
0	76	POPU.TRE	0.786	1398	10384
0	76	QUER.RUB	0	0	0
0	76	THUJ.SPP.ALL	0.455	886	7477
0	76	TSUG.CAN	0	0	0
0	77	ABIE.BAL	0.651	395	2996
0	77	ACER.RUB	0	0	0
0	77	ACER.SAH	0	0	0
0	77	BETU.ALL	0.498	539	6477
0	77	BETU.PAP	0.786	692	4686
0	77	FAGU.GRA	0	0	0
0	77	LARI.LAR	0.737	388	3040
0	77	PICE.GLA	0.614	1016	14016
0	77	PICE.MAR	0.523	1076	13166
0	77	PICE.RUB	0	0	0
0	77	PINU.BAN	0.786	1334	11346
0	77	PINU.RES	0	0	0
0	77	PINU.STR	0	0	0
0	77	POPU.TRE	0.786	1236	10080
0	77	QUER.RUB	0	0	0
0	77	THUJ.SPP.ALL	0.418	828	6999
0	77	TSUG.CAN	0	0	0
0	78	ABIE.BAL	0.692	404	3119
0	78	ACER.RUB	0.041	10	3
0	78	ACER.SAH	0.144	690	5837
0	78	BETU.ALL	0.581	884	7414
0	78	BETU.PAP	0.786	785	5010
0	78	FAGU.GRA	0	0	0
0	78	LARI.LAR	0.786	429	3213
0	78	PICE.GLA	0.651	1148	15051
0	78	PICE.MAR	0.581	1245	13646
0	78	PICE.RUB	0.155	1084	13514
0	78	PINU.BAN	0.786	1118	12378
0	78	PINU.RES	0	0	0
0	78	PINU.STR	0	0	0
