landtype,spp,poolID,decayRate_litReview,decayRate_Hararuk,decayRate_CBM,q10_Hararuk,q10_CBM
475,PICE.RUB,1,0,0.345,0.355,2.415,2.65
475,PICE.RUB,2,0,0.349,0.5,2.031,2
475,PICE.RUB,3,0,0.225,0.144,1.154,2
475,PICE.RUB,4,0,0.23,0.144,2.029,2
475,PICE.RUB,5,0.025,0.064,0.037,1.534,2
475,PICE.RUB,6,0.022,0.022,0.015,2.14,2.65
475,PICE.RUB,7,0.004,0.004,0.003,1.231,1
475,PICE.RUB,8,0.027,0.014,0.019,2.06,2
475,PICE.RUB,9,0,0.047,0.072,2.309,2
475,PICE.RUB,10,0,0.01,0.01,2,2
477,PICE.RUB,1,0,0.345,0.355,2.415,2.65
477,PICE.RUB,2,0,0.349,0.5,2.031,2
477,PICE.RUB,3,0,0.225,0.144,1.154,2
477,PICE.RUB,4,0,0.23,0.144,2.029,2
477,PICE.RUB,5,0.025,0.064,0.037,1.534,2
477,PICE.RUB,6,0.022,0.022,0.015,2.14,2.65
477,PICE.RUB,7,0.004,0.004,0.003,1.231,1
477,PICE.RUB,8,0.027,0.014,0.019,2.06,2
477,PICE.RUB,9,0,0.047,0.072,2.309,2
477,PICE.RUB,10,0,0.01,0.01,2,2
478,PICE.RUB,1,0,0.345,0.355,2.415,2.65
478,PICE.RUB,2,0,0.349,0.5,2.031,2
478,PICE.RUB,3,0,0.225,0.144,1.154,2
478,PICE.RUB,4,0,0.23,0.144,2.029,2
478,PICE.RUB,5,0.025,0.064,0.037,1.534,2
478,PICE.RUB,6,0.022,0.022,0.015,2.14,2.65
478,PICE.RUB,7,0.004,0.004,0.003,1.231,1
478,PICE.RUB,8,0.027,0.014,0.019,2.06,2
478,PICE.RUB,9,0,0.047,0.072,2.309,2
478,PICE.RUB,10,0,0.01,0.01,2,2
479,PICE.RUB,1,0,0.345,0.355,2.415,2.65
479,PICE.RUB,2,0,0.349,0.5,2.031,2
479,PICE.RUB,3,0,0.225,0.144,1.154,2
479,PICE.RUB,4,0,0.23,0.144,2.029,2
479,PICE.RUB,5,0.025,0.064,0.037,1.534,2
479,PICE.RUB,6,0.022,0.022,0.015,2.14,2.65
479,PICE.RUB,7,0.004,0.004,0.003,1.231,1
479,PICE.RUB,8,0.027,0.014,0.019,2.06,2
479,PICE.RUB,9,0,0.047,0.072,2.309,2
479,PICE.RUB,10,0,0.01,0.01,2,2
480,PICE.RUB,1,0,0.345,0.355,2.415,2.65
480,PICE.RUB,2,0,0.349,0.5,2.031,2
480,PICE.RUB,3,0,0.225,0.144,1.154,2
480,PICE.RUB,4,0,0.23,0.144,2.029,2
480,PICE.RUB,5,0.025,0.064,0.037,1.534,2
480,PICE.RUB,6,0.022,0.022,0.015,2.14,2.65
480,PICE.RUB,7,0.004,0.004,0.003,1.231,1
480,PICE.RUB,8,0.027,0.014,0.019,2.06,2
480,PICE.RUB,9,0,0.047,0.072,2.309,2
480,PICE.RUB,10,0,0.01,0.01,2,2
481,PICE.RUB,1,0,0.345,0.355,2.415,2.65
481,PICE.RUB,2,0,0.349,0.5,2.031,2
481,PICE.RUB,3,0,0.225,0.144,1.154,2
481,PICE.RUB,4,0,0.23,0.144,2.029,2
481,PICE.RUB,5,0.025,0.064,0.037,1.534,2
481,PICE.RUB,6,0.022,0.022,0.015,2.14,2.65
481,PICE.RUB,7,0.004,0.004,0.003,1.231,1
481,PICE.RUB,8,0.027,0.014,0.019,2.06,2
481,PICE.RUB,9,0,0.047,0.072,2.309,2
481,PICE.RUB,10,0,0.01,0.01,2,2
484,PICE.RUB,1,0,0.345,0.355,2.415,2.65
484,PICE.RUB,2,0,0.349,0.5,2.031,2
484,PICE.RUB,3,0,0.225,0.144,1.154,2
484,PICE.RUB,4,0,0.23,0.144,2.029,2
484,PICE.RUB,5,0.025,0.064,0.037,1.534,2
484,PICE.RUB,6,0.022,0.022,0.015,2.14,2.65
484,PICE.RUB,7,0.004,0.004,0.003,1.231,1
484,PICE.RUB,8,0.027,0.014,0.019,2.06,2
484,PICE.RUB,9,0,0.047,0.072,2.309,2
484,PICE.RUB,10,0,0.01,0.01,2,2
485,PICE.RUB,1,0,0.345,0.355,2.415,2.65
485,PICE.RUB,2,0,0.349,0.5,2.031,2
485,PICE.RUB,3,0,0.225,0.144,1.154,2
485,PICE.RUB,4,0,0.23,0.144,2.029,2
485,PICE.RUB,5,0.025,0.064,0.037,1.534,2
485,PICE.RUB,6,0.022,0.022,0.015,2.14,2.65
485,PICE.RUB,7,0.004,0.004,0.003,1.231,1
485,PICE.RUB,8,0.027,0.014,0.019,2.06,2
485,PICE.RUB,9,0,0.047,0.072,2.309,2
485,PICE.RUB,10,0,0.01,0.01,2,2
487,PICE.RUB,1,0,0.345,0.355,2.415,2.65
487,PICE.RUB,2,0,0.349,0.5,2.031,2
487,PICE.RUB,3,0,0.225,0.144,1.154,2
487,PICE.RUB,4,0,0.23,0.144,2.029,2
487,PICE.RUB,5,0.025,0.064,0.037,1.534,2
487,PICE.RUB,6,0.022,0.022,0.015,2.14,2.65
487,PICE.RUB,7,0.004,0.004,0.003,1.231,1
487,PICE.RUB,8,0.027,0.014,0.019,2.06,2
487,PICE.RUB,9,0,0.047,0.072,2.309,2
487,PICE.RUB,10,0,0.01,0.01,2,2
522,PICE.RUB,1,0,0.345,0.355,2.415,2.65
522,PICE.RUB,2,0,0.349,0.5,2.031,2
522,PICE.RUB,3,0,0.225,0.144,1.154,2
522,PICE.RUB,4,0,0.23,0.144,2.029,2
522,PICE.RUB,5,0.025,0.064,0.037,1.534,2
522,PICE.RUB,6,0.022,0.022,0.015,2.14,2.65
522,PICE.RUB,7,0.004,0.004,0.003,1.231,1
522,PICE.RUB,8,0.027,0.014,0.019,2.06,2
522,PICE.RUB,9,0,0.047,0.072,2.309,2
522,PICE.RUB,10,0,0.01,0.01,2,2
528,PICE.RUB,1,0,0.345,0.355,2.415,2.65
528,PICE.RUB,2,0,0.349,0.5,2.031,2
528,PICE.RUB,3,0,0.225,0.144,1.154,2
528,PICE.RUB,4,0,0.23,0.144,2.029,2
528,PICE.RUB,5,0.025,0.064,0.037,1.534,2
528,PICE.RUB,6,0.022,0.022,0.015,2.14,2.65
528,PICE.RUB,7,0.004,0.004,0.003,1.231,1
528,PICE.RUB,8,0.027,0.014,0.019,2.06,2
528,PICE.RUB,9,0,0.047,0.072,2.309,2
528,PICE.RUB,10,0,0.01,0.01,2,2
432,PINU.BAN,1,0,0.345,0.355,2.415,2.65
432,PINU.BAN,2,0,0.349,0.5,2.031,2
432,PINU.BAN,3,0,0.225,0.144,1.154,2
432,PINU.BAN,4,0,0.23,0.144,2.029,2
432,PINU.BAN,5,0.031,0.064,0.037,1.534,2
432,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
432,PINU.BAN,7,0.004,0.004,0.003,1.231,1
432,PINU.BAN,8,0.042,0.014,0.019,2.06,2
432,PINU.BAN,9,0,0.047,0.072,2.309,2
432,PINU.BAN,10,0,0.01,0.01,2,2
433,PINU.BAN,1,0,0.345,0.355,2.415,2.65
433,PINU.BAN,2,0,0.349,0.5,2.031,2
433,PINU.BAN,3,0,0.225,0.144,1.154,2
433,PINU.BAN,4,0,0.23,0.144,2.029,2
433,PINU.BAN,5,0.031,0.064,0.037,1.534,2
433,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
433,PINU.BAN,7,0.004,0.004,0.003,1.231,1
433,PINU.BAN,8,0.042,0.014,0.019,2.06,2
433,PINU.BAN,9,0,0.047,0.072,2.309,2
433,PINU.BAN,10,0,0.01,0.01,2,2
434,PINU.BAN,1,0,0.345,0.355,2.415,2.65
434,PINU.BAN,2,0,0.349,0.5,2.031,2
434,PINU.BAN,3,0,0.225,0.144,1.154,2
434,PINU.BAN,4,0,0.23,0.144,2.029,2
434,PINU.BAN,5,0.031,0.064,0.037,1.534,2
434,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
434,PINU.BAN,7,0.004,0.004,0.003,1.231,1
434,PINU.BAN,8,0.042,0.014,0.019,2.06,2
434,PINU.BAN,9,0,0.047,0.072,2.309,2
434,PINU.BAN,10,0,0.01,0.01,2,2
435,PINU.BAN,1,0,0.345,0.355,2.415,2.65
435,PINU.BAN,2,0,0.349,0.5,2.031,2
435,PINU.BAN,3,0,0.225,0.144,1.154,2
435,PINU.BAN,4,0,0.23,0.144,2.029,2
435,PINU.BAN,5,0.031,0.064,0.037,1.534,2
435,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
435,PINU.BAN,7,0.004,0.004,0.003,1.231,1
435,PINU.BAN,8,0.042,0.014,0.019,2.06,2
435,PINU.BAN,9,0,0.047,0.072,2.309,2
435,PINU.BAN,10,0,0.01,0.01,2,2
436,PINU.BAN,1,0,0.345,0.355,2.415,2.65
436,PINU.BAN,2,0,0.349,0.5,2.031,2
436,PINU.BAN,3,0,0.225,0.144,1.154,2
436,PINU.BAN,4,0,0.23,0.144,2.029,2
436,PINU.BAN,5,0.031,0.064,0.037,1.534,2
436,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
436,PINU.BAN,7,0.004,0.004,0.003,1.231,1
436,PINU.BAN,8,0.042,0.014,0.019,2.06,2
436,PINU.BAN,9,0,0.047,0.072,2.309,2
436,PINU.BAN,10,0,0.01,0.01,2,2
437,PINU.BAN,1,0,0.345,0.355,2.415,2.65
437,PINU.BAN,2,0,0.349,0.5,2.031,2
437,PINU.BAN,3,0,0.225,0.144,1.154,2
437,PINU.BAN,4,0,0.23,0.144,2.029,2
437,PINU.BAN,5,0.031,0.064,0.037,1.534,2
437,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
437,PINU.BAN,7,0.004,0.004,0.003,1.231,1
437,PINU.BAN,8,0.042,0.014,0.019,2.06,2
437,PINU.BAN,9,0,0.047,0.072,2.309,2
437,PINU.BAN,10,0,0.01,0.01,2,2
438,PINU.BAN,1,0,0.345,0.355,2.415,2.65
438,PINU.BAN,2,0,0.349,0.5,2.031,2
438,PINU.BAN,3,0,0.225,0.144,1.154,2
438,PINU.BAN,4,0,0.23,0.144,2.029,2
438,PINU.BAN,5,0.031,0.064,0.037,1.534,2
438,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
438,PINU.BAN,7,0.004,0.004,0.003,1.231,1
438,PINU.BAN,8,0.042,0.014,0.019,2.06,2
438,PINU.BAN,9,0,0.047,0.072,2.309,2
438,PINU.BAN,10,0,0.01,0.01,2,2
439,PINU.BAN,1,0,0.345,0.355,2.415,2.65
439,PINU.BAN,2,0,0.349,0.5,2.031,2
439,PINU.BAN,3,0,0.225,0.144,1.154,2
439,PINU.BAN,4,0,0.23,0.144,2.029,2
439,PINU.BAN,5,0.031,0.064,0.037,1.534,2
439,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
439,PINU.BAN,7,0.004,0.004,0.003,1.231,1
439,PINU.BAN,8,0.042,0.014,0.019,2.06,2
439,PINU.BAN,9,0,0.047,0.072,2.309,2
439,PINU.BAN,10,0,0.01,0.01,2,2
440,PINU.BAN,1,0,0.345,0.355,2.415,2.65
440,PINU.BAN,2,0,0.349,0.5,2.031,2
440,PINU.BAN,3,0,0.225,0.144,1.154,2
440,PINU.BAN,4,0,0.23,0.144,2.029,2
440,PINU.BAN,5,0.031,0.064,0.037,1.534,2
440,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
440,PINU.BAN,7,0.004,0.004,0.003,1.231,1
440,PINU.BAN,8,0.042,0.014,0.019,2.06,2
440,PINU.BAN,9,0,0.047,0.072,2.309,2
440,PINU.BAN,10,0,0.01,0.01,2,2
441,PINU.BAN,1,0,0.345,0.355,2.415,2.65
441,PINU.BAN,2,0,0.349,0.5,2.031,2
441,PINU.BAN,3,0,0.225,0.144,1.154,2
441,PINU.BAN,4,0,0.23,0.144,2.029,2
441,PINU.BAN,5,0.031,0.064,0.037,1.534,2
441,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
441,PINU.BAN,7,0.004,0.004,0.003,1.231,1
441,PINU.BAN,8,0.042,0.014,0.019,2.06,2
441,PINU.BAN,9,0,0.047,0.072,2.309,2
441,PINU.BAN,10,0,0.01,0.01,2,2
443,PINU.BAN,1,0,0.345,0.355,2.415,2.65
443,PINU.BAN,2,0,0.349,0.5,2.031,2
443,PINU.BAN,3,0,0.225,0.144,1.154,2
443,PINU.BAN,4,0,0.23,0.144,2.029,2
443,PINU.BAN,5,0.031,0.064,0.037,1.534,2
443,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
443,PINU.BAN,7,0.004,0.004,0.003,1.231,1
443,PINU.BAN,8,0.042,0.014,0.019,2.06,2
443,PINU.BAN,9,0,0.047,0.072,2.309,2
443,PINU.BAN,10,0,0.01,0.01,2,2
444,PINU.BAN,1,0,0.345,0.355,2.415,2.65
444,PINU.BAN,2,0,0.349,0.5,2.031,2
444,PINU.BAN,3,0,0.225,0.144,1.154,2
444,PINU.BAN,4,0,0.23,0.144,2.029,2
444,PINU.BAN,5,0.031,0.064,0.037,1.534,2
444,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
444,PINU.BAN,7,0.004,0.004,0.003,1.231,1
444,PINU.BAN,8,0.042,0.014,0.019,2.06,2
444,PINU.BAN,9,0,0.047,0.072,2.309,2
444,PINU.BAN,10,0,0.01,0.01,2,2
445,PINU.BAN,1,0,0.345,0.355,2.415,2.65
445,PINU.BAN,2,0,0.349,0.5,2.031,2
445,PINU.BAN,3,0,0.225,0.144,1.154,2
445,PINU.BAN,4,0,0.23,0.144,2.029,2
445,PINU.BAN,5,0.031,0.064,0.037,1.534,2
445,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
445,PINU.BAN,7,0.004,0.004,0.003,1.231,1
445,PINU.BAN,8,0.042,0.014,0.019,2.06,2
445,PINU.BAN,9,0,0.047,0.072,2.309,2
445,PINU.BAN,10,0,0.01,0.01,2,2
446,PINU.BAN,1,0,0.345,0.355,2.415,2.65
446,PINU.BAN,2,0,0.349,0.5,2.031,2
446,PINU.BAN,3,0,0.225,0.144,1.154,2
446,PINU.BAN,4,0,0.23,0.144,2.029,2
446,PINU.BAN,5,0.031,0.064,0.037,1.534,2
446,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
446,PINU.BAN,7,0.004,0.004,0.003,1.231,1
446,PINU.BAN,8,0.042,0.014,0.019,2.06,2
446,PINU.BAN,9,0,0.047,0.072,2.309,2
446,PINU.BAN,10,0,0.01,0.01,2,2
448,PINU.BAN,1,0,0.345,0.355,2.415,2.65
448,PINU.BAN,2,0,0.349,0.5,2.031,2
448,PINU.BAN,3,0,0.225,0.144,1.154,2
448,PINU.BAN,4,0,0.23,0.144,2.029,2
448,PINU.BAN,5,0.031,0.064,0.037,1.534,2
448,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
448,PINU.BAN,7,0.004,0.004,0.003,1.231,1
448,PINU.BAN,8,0.042,0.014,0.019,2.06,2
448,PINU.BAN,9,0,0.047,0.072,2.309,2
448,PINU.BAN,10,0,0.01,0.01,2,2
449,PINU.BAN,1,0,0.345,0.355,2.415,2.65
449,PINU.BAN,2,0,0.349,0.5,2.031,2
449,PINU.BAN,3,0,0.225,0.144,1.154,2
449,PINU.BAN,4,0,0.23,0.144,2.029,2
449,PINU.BAN,5,0.031,0.064,0.037,1.534,2
449,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
449,PINU.BAN,7,0.004,0.004,0.003,1.231,1
449,PINU.BAN,8,0.042,0.014,0.019,2.06,2
449,PINU.BAN,9,0,0.047,0.072,2.309,2
449,PINU.BAN,10,0,0.01,0.01,2,2
451,PINU.BAN,1,0,0.345,0.355,2.415,2.65
451,PINU.BAN,2,0,0.349,0.5,2.031,2
451,PINU.BAN,3,0,0.225,0.144,1.154,2
451,PINU.BAN,4,0,0.23,0.144,2.029,2
451,PINU.BAN,5,0.031,0.064,0.037,1.534,2
451,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
451,PINU.BAN,7,0.004,0.004,0.003,1.231,1
451,PINU.BAN,8,0.042,0.014,0.019,2.06,2
451,PINU.BAN,9,0,0.047,0.072,2.309,2
451,PINU.BAN,10,0,0.01,0.01,2,2
453,PINU.BAN,1,0,0.345,0.355,2.415,2.65
453,PINU.BAN,2,0,0.349,0.5,2.031,2
453,PINU.BAN,3,0,0.225,0.144,1.154,2
453,PINU.BAN,4,0,0.23,0.144,2.029,2
453,PINU.BAN,5,0.031,0.064,0.037,1.534,2
453,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
453,PINU.BAN,7,0.004,0.004,0.003,1.231,1
453,PINU.BAN,8,0.042,0.014,0.019,2.06,2
453,PINU.BAN,9,0,0.047,0.072,2.309,2
453,PINU.BAN,10,0,0.01,0.01,2,2
462,PINU.BAN,1,0,0.345,0.355,2.415,2.65
462,PINU.BAN,2,0,0.349,0.5,2.031,2
462,PINU.BAN,3,0,0.225,0.144,1.154,2
462,PINU.BAN,4,0,0.23,0.144,2.029,2
462,PINU.BAN,5,0.031,0.064,0.037,1.534,2
462,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
462,PINU.BAN,7,0.004,0.004,0.003,1.231,1
462,PINU.BAN,8,0.042,0.014,0.019,2.06,2
462,PINU.BAN,9,0,0.047,0.072,2.309,2
462,PINU.BAN,10,0,0.01,0.01,2,2
468,PINU.BAN,1,0,0.345,0.355,2.415,2.65
468,PINU.BAN,2,0,0.349,0.5,2.031,2
468,PINU.BAN,3,0,0.225,0.144,1.154,2
468,PINU.BAN,4,0,0.23,0.144,2.029,2
468,PINU.BAN,5,0.031,0.064,0.037,1.534,2
468,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
468,PINU.BAN,7,0.004,0.004,0.003,1.231,1
468,PINU.BAN,8,0.042,0.014,0.019,2.06,2
468,PINU.BAN,9,0,0.047,0.072,2.309,2
468,PINU.BAN,10,0,0.01,0.01,2,2
469,PINU.BAN,1,0,0.345,0.355,2.415,2.65
469,PINU.BAN,2,0,0.349,0.5,2.031,2
469,PINU.BAN,3,0,0.225,0.144,1.154,2
469,PINU.BAN,4,0,0.23,0.144,2.029,2
469,PINU.BAN,5,0.031,0.064,0.037,1.534,2
469,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
469,PINU.BAN,7,0.004,0.004,0.003,1.231,1
469,PINU.BAN,8,0.042,0.014,0.019,2.06,2
469,PINU.BAN,9,0,0.047,0.072,2.309,2
469,PINU.BAN,10,0,0.01,0.01,2,2
471,PINU.BAN,1,0,0.345,0.355,2.415,2.65
471,PINU.BAN,2,0,0.349,0.5,2.031,2
471,PINU.BAN,3,0,0.225,0.144,1.154,2
471,PINU.BAN,4,0,0.23,0.144,2.029,2
471,PINU.BAN,5,0.031,0.064,0.037,1.534,2
471,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
471,PINU.BAN,7,0.004,0.004,0.003,1.231,1
471,PINU.BAN,8,0.042,0.014,0.019,2.06,2
471,PINU.BAN,9,0,0.047,0.072,2.309,2
471,PINU.BAN,10,0,0.01,0.01,2,2
472,PINU.BAN,1,0,0.345,0.355,2.415,2.65
472,PINU.BAN,2,0,0.349,0.5,2.031,2
472,PINU.BAN,3,0,0.225,0.144,1.154,2
472,PINU.BAN,4,0,0.23,0.144,2.029,2
472,PINU.BAN,5,0.031,0.064,0.037,1.534,2
472,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
472,PINU.BAN,7,0.004,0.004,0.003,1.231,1
472,PINU.BAN,8,0.042,0.014,0.019,2.06,2
472,PINU.BAN,9,0,0.047,0.072,2.309,2
472,PINU.BAN,10,0,0.01,0.01,2,2
473,PINU.BAN,1,0,0.345,0.355,2.415,2.65
473,PINU.BAN,2,0,0.349,0.5,2.031,2
473,PINU.BAN,3,0,0.225,0.144,1.154,2
473,PINU.BAN,4,0,0.23,0.144,2.029,2
473,PINU.BAN,5,0.031,0.064,0.037,1.534,2
473,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
473,PINU.BAN,7,0.004,0.004,0.003,1.231,1
473,PINU.BAN,8,0.042,0.014,0.019,2.06,2
473,PINU.BAN,9,0,0.047,0.072,2.309,2
473,PINU.BAN,10,0,0.01,0.01,2,2
474,PINU.BAN,1,0,0.345,0.355,2.415,2.65
474,PINU.BAN,2,0,0.349,0.5,2.031,2
474,PINU.BAN,3,0,0.225,0.144,1.154,2
474,PINU.BAN,4,0,0.23,0.144,2.029,2
474,PINU.BAN,5,0.031,0.064,0.037,1.534,2
474,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
474,PINU.BAN,7,0.004,0.004,0.003,1.231,1
474,PINU.BAN,8,0.042,0.014,0.019,2.06,2
474,PINU.BAN,9,0,0.047,0.072,2.309,2
474,PINU.BAN,10,0,0.01,0.01,2,2
475,PINU.BAN,1,0,0.345,0.355,2.415,2.65
475,PINU.BAN,2,0,0.349,0.5,2.031,2
475,PINU.BAN,3,0,0.225,0.144,1.154,2
475,PINU.BAN,4,0,0.23,0.144,2.029,2
475,PINU.BAN,5,0.031,0.064,0.037,1.534,2
475,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
475,PINU.BAN,7,0.004,0.004,0.003,1.231,1
475,PINU.BAN,8,0.042,0.014,0.019,2.06,2
475,PINU.BAN,9,0,0.047,0.072,2.309,2
475,PINU.BAN,10,0,0.01,0.01,2,2
477,PINU.BAN,1,0,0.345,0.355,2.415,2.65
477,PINU.BAN,2,0,0.349,0.5,2.031,2
477,PINU.BAN,3,0,0.225,0.144,1.154,2
477,PINU.BAN,4,0,0.23,0.144,2.029,2
477,PINU.BAN,5,0.031,0.064,0.037,1.534,2
477,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
477,PINU.BAN,7,0.004,0.004,0.003,1.231,1
477,PINU.BAN,8,0.042,0.014,0.019,2.06,2
477,PINU.BAN,9,0,0.047,0.072,2.309,2
477,PINU.BAN,10,0,0.01,0.01,2,2
478,PINU.BAN,1,0,0.345,0.355,2.415,2.65
478,PINU.BAN,2,0,0.349,0.5,2.031,2
478,PINU.BAN,3,0,0.225,0.144,1.154,2
478,PINU.BAN,4,0,0.23,0.144,2.029,2
478,PINU.BAN,5,0.031,0.064,0.037,1.534,2
478,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
478,PINU.BAN,7,0.004,0.004,0.003,1.231,1
478,PINU.BAN,8,0.042,0.014,0.019,2.06,2
478,PINU.BAN,9,0,0.047,0.072,2.309,2
478,PINU.BAN,10,0,0.01,0.01,2,2
479,PINU.BAN,1,0,0.345,0.355,2.415,2.65
479,PINU.BAN,2,0,0.349,0.5,2.031,2
479,PINU.BAN,3,0,0.225,0.144,1.154,2
479,PINU.BAN,4,0,0.23,0.144,2.029,2
479,PINU.BAN,5,0.031,0.064,0.037,1.534,2
479,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
479,PINU.BAN,7,0.004,0.004,0.003,1.231,1
479,PINU.BAN,8,0.042,0.014,0.019,2.06,2
479,PINU.BAN,9,0,0.047,0.072,2.309,2
479,PINU.BAN,10,0,0.01,0.01,2,2
480,PINU.BAN,1,0,0.345,0.355,2.415,2.65
480,PINU.BAN,2,0,0.349,0.5,2.031,2
480,PINU.BAN,3,0,0.225,0.144,1.154,2
480,PINU.BAN,4,0,0.23,0.144,2.029,2
480,PINU.BAN,5,0.031,0.064,0.037,1.534,2
480,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
480,PINU.BAN,7,0.004,0.004,0.003,1.231,1
480,PINU.BAN,8,0.042,0.014,0.019,2.06,2
480,PINU.BAN,9,0,0.047,0.072,2.309,2
480,PINU.BAN,10,0,0.01,0.01,2,2
481,PINU.BAN,1,0,0.345,0.355,2.415,2.65
481,PINU.BAN,2,0,0.349,0.5,2.031,2
481,PINU.BAN,3,0,0.225,0.144,1.154,2
481,PINU.BAN,4,0,0.23,0.144,2.029,2
481,PINU.BAN,5,0.031,0.064,0.037,1.534,2
481,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
481,PINU.BAN,7,0.004,0.004,0.003,1.231,1
481,PINU.BAN,8,0.042,0.014,0.019,2.06,2
481,PINU.BAN,9,0,0.047,0.072,2.309,2
481,PINU.BAN,10,0,0.01,0.01,2,2
484,PINU.BAN,1,0,0.345,0.355,2.415,2.65
484,PINU.BAN,2,0,0.349,0.5,2.031,2
484,PINU.BAN,3,0,0.225,0.144,1.154,2
484,PINU.BAN,4,0,0.23,0.144,2.029,2
484,PINU.BAN,5,0.031,0.064,0.037,1.534,2
484,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
484,PINU.BAN,7,0.004,0.004,0.003,1.231,1
484,PINU.BAN,8,0.042,0.014,0.019,2.06,2
484,PINU.BAN,9,0,0.047,0.072,2.309,2
484,PINU.BAN,10,0,0.01,0.01,2,2
485,PINU.BAN,1,0,0.345,0.355,2.415,2.65
485,PINU.BAN,2,0,0.349,0.5,2.031,2
485,PINU.BAN,3,0,0.225,0.144,1.154,2
485,PINU.BAN,4,0,0.23,0.144,2.029,2
485,PINU.BAN,5,0.031,0.064,0.037,1.534,2
485,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
485,PINU.BAN,7,0.004,0.004,0.003,1.231,1
485,PINU.BAN,8,0.042,0.014,0.019,2.06,2
485,PINU.BAN,9,0,0.047,0.072,2.309,2
485,PINU.BAN,10,0,0.01,0.01,2,2
487,PINU.BAN,1,0,0.345,0.355,2.415,2.65
487,PINU.BAN,2,0,0.349,0.5,2.031,2
487,PINU.BAN,3,0,0.225,0.144,1.154,2
487,PINU.BAN,4,0,0.23,0.144,2.029,2
487,PINU.BAN,5,0.031,0.064,0.037,1.534,2
487,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
487,PINU.BAN,7,0.004,0.004,0.003,1.231,1
487,PINU.BAN,8,0.042,0.014,0.019,2.06,2
487,PINU.BAN,9,0,0.047,0.072,2.309,2
487,PINU.BAN,10,0,0.01,0.01,2,2
522,PINU.BAN,1,0,0.345,0.355,2.415,2.65
522,PINU.BAN,2,0,0.349,0.5,2.031,2
522,PINU.BAN,3,0,0.225,0.144,1.154,2
522,PINU.BAN,4,0,0.23,0.144,2.029,2
522,PINU.BAN,5,0.031,0.064,0.037,1.534,2
522,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
522,PINU.BAN,7,0.004,0.004,0.003,1.231,1
522,PINU.BAN,8,0.042,0.014,0.019,2.06,2
522,PINU.BAN,9,0,0.047,0.072,2.309,2
522,PINU.BAN,10,0,0.01,0.01,2,2
528,PINU.BAN,1,0,0.345,0.355,2.415,2.65
528,PINU.BAN,2,0,0.349,0.5,2.031,2
528,PINU.BAN,3,0,0.225,0.144,1.154,2
528,PINU.BAN,4,0,0.23,0.144,2.029,2
528,PINU.BAN,5,0.031,0.064,0.037,1.534,2
528,PINU.BAN,6,0.022,0.022,0.015,2.14,2.65
528,PINU.BAN,7,0.004,0.004,0.003,1.231,1
528,PINU.BAN,8,0.042,0.014,0.019,2.06,2
528,PINU.BAN,9,0,0.047,0.072,2.309,2
528,PINU.BAN,10,0,0.01,0.01,2,2
432,PINU.RES,1,0,0.345,0.355,2.415,2.65
432,PINU.RES,2,0,0.349,0.5,2.031,2
432,PINU.RES,3,0,0.225,0.144,1.154,2
432,PINU.RES,4,0,0.23,0.144,2.029,2
432,PINU.RES,5,0.023,0.064,0.037,1.534,2
432,PINU.RES,6,0.022,0.022,0.015,2.14,2.65
432,PINU.RES,7,0.004,0.004,0.003,1.231,1
432,PINU.RES,8,0.055,0.014,0.019,2.06,2
432,PINU.RES,9,0,0.047,0.072,2.309,2
432,PINU.RES,10,0,0.01,0.01,2,2
433,PINU.RES,1,0,0.345,0.355,2.415,2.65
